SMILES,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf,dog_VDss_L_kg,dog_CL_mL_min_kg,dog_fup,monkey_VDss_L_kg,monkey_CL_mL_min_kg,monkey_fup,rat_VDss_L_kg,rat_CL_mL_min_kg,rat_fup,mouse_VDss_L_kg,mouse_CL_mL_min_kg,mouse_fup
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,0.8254261177743148,1.1319392952136298,,0.9153998352175468,1.3769417571485818,,,,,,,,,,,,
C=C(CC(NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,-0.1549019599237011,0.4885507165145447,,0.5774917998487146,0.9138138523890128,,,,,,,,,,,,
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-0.5850266518621456,0.9395192526236104,-0.9999999995657056,-0.3010299955771223,-0.3010299955771223,,,,,,,,,,,,
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,-0.6020599911542446,-0.5086383060256323,-1.7781512390919871,1.1235249809459995,1.041392685162173,,,,,,,,,,,,
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,-0.0861861475633205,,,1.686636269263187,,,,,,,,,,,,
C=C1CC[C@@H]2[C@](C)(COC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,-0.8860566473590905,0.3010299956856959,,4.342945178152237e-11,0.2787536009756865,,,,,,,,,,,,
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.9138138523890128,1.1760912590585766,-0.1893252949174019,0.959041392325866,0.9444826721551038,,,,,,,,,,,,
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,0.317420411889146,-0.0997029130675419,,,1.602059991329048,,,,,,,,,,,,
C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)O[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,0.1643528558141833,-0.124938736550394,-0.3665315443194147,1.5118833609802107,1.5774917998383742,,,,,,,,,,,,
C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.9890046157029913,1.2148438480503458,-1.5228787438326894,0.9956351946019368,0.6989700043447047,,,,,,,,,,,,
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)[C@H]2SC1,-0.6197887581074379,4.342945178152237e-11,-0.4887532363341711,0.591064607037635,0.5051499783334777,-0.6197887581074379,-0.3979400085634639,-1.1549019593653225,,,,-0.3979400085634639,0.7781512503908818,-0.3979400085634639,,,
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.0413926851977064,1.079181246051244,-0.5768314437711543,0.1760912590846342,0.2041199826830682,,,,,,,,,,,,
C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0.079181246083816,-0.1549019599237011,-1.6989700016216782,1.431363764160596,1.4149733479724882,,2.365487984891087,-2.180456057877912,0.5943925503864774,0.6434526764960578,-2.376750699261755,0.9518230353207644,1.499687082619778,,,,
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,0.4345689040501654,1.079181246051244,-0.3979400085634639,0.5763413502173126,0.496929648087046,,,,,,,,,,,,
C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,0.2041199826830682,0.8195439355484488,,0.6020599913388197,0.4471580313577297,,,,,,,,,,,,
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,0.3617278360364752,0.7379873263413703,,0.8450980400204611,0.681241237384635,,,,,,,,,,,,
C=CCN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,0.2304489214038206,1.361727836019481,-0.2616566284478395,0.079181246083816,0.0413926851977064,,1.6283889300513334,,,,,,1.6884198220036006,,,,
C=CCNc1c(O)cc2c(O)c1C=C(C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)N2,0.3010299956856959,1.007747778005006,,0.5145477526735672,0.4771212547341389,,,,,,,,,,,,
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1.5486350598159797,-0.0132282656889825,-1.999999995657055,,,,,,,,,,,,,,
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,-0.1426675035084128,0.8864907251781221,-0.721246398818595,0.193124598382301,0.0374264979804672,,,,,,,,,,,,
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,-0.6777807050592738,0.5682017240787327,-0.2520891232293955,-0.022276394665437,0.2041199826830682,,,,,,,,,,,,
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,-0.4948500215443769,0.113943352340244,-0.2218487423057326,0.612783856730328,0.5563025007793511,,,,,,,,,,,,
C=CCc1ccccc1OCC(O)CNC(C)C,0.5051499783334777,1.1760912590585766,-0.7011524068179031,0.5563025007793511,0.3979400086894094,,,,,,,,,-0.3565473234151092,,,
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,1.3873898263405091,1.4149733479724882,,1.1931245983572456,1.0827853703200392,,,,,,,,,,,,
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,0.442479769080127,1.0711452904547696,-1.9208187503332543,0.5932860670315362,1.3010299956661526,,,,,,,,,,,,
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.4623979979139317,0.6020599913388197,-0.5850266518621456,1.079181246051244,0.8195439355484488,0.6553254182487743,0.6264265155003551,-0.9208187535904632,-0.0403301815524314,1.2320956853231395,-0.6931462510927365,0.7226339225420375,1.4008458859710533,-0.4948500215443769,,,
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.2552725051274335,0.2787536009756865,-0.5228787451355728,1.204119982658639,1.041392685162173,,,,,,,,,,,,
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.1205739312387509,0.5976951859364793,-0.7695510783662587,0.7427251313125517,0.8061799739906731,,,,,,,,,,,,-0.6615435061961775
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(=CCC(=O)O)c1C)=Cc1[nH]c(c(C)c1CCC(=O)OC)C=C1N=C(C=2)C2=CC=C(C(=O)OC)C(C(=O)OC)[C@@]12C,-0.2006594504774826,0.2041199826830682,,0.8195439355484488,0.7481880270139557,,,,,,,,,,,,
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(CCC(=O)OC)c1C)C=c1[nH]c(c(C)c1CCC(=O)O)=CC1=NC(=C3C=CC(C(=O)OC)=C(C(=O)OC)[C@@]13C)C=2,-0.2924298238169078,0.2380461031538991,,0.6901960800373769,0.7824726241734528,,,,,,,,,,,,
C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,-0.0087739242631893,1.14612803568134,-2.096910007579376,0.0681858617832808,-0.0809219075716014,0.146128035709259,1.7160033436356343,,0.1867778033477639,1.4262064461995003,,0.2041199826830682,1.6532125137763087,-2.154901953781536,,,
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,-0.4317982758156281,1.204119982658639,-0.3979400069348596,-0.4089353928621432,-0.2441251442513166,-0.0386372709558933,1.826722037877973,,-0.0457574905124201,1.763427993563686,,-0.1023729086545845,1.5078474942646078,,,,
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1.204119982658639,0.2787536009756865,,2.146128035678548,2.1105897102995854,,,,,,,,,,,,
CC#C[C@]1(O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C,-0.3467874861281464,-0.3010299955771223,-1.989553179760008,1.195899652412,1.2201080880426711,1.0211892990740743,1.1931245983572456,,1.5118833609802107,1.383815365982226,,,1.6989700043368874,,,,
CC(=N)N1CC[C@H](Oc2ccc(C(Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,0.1903316981983105,0.2695129442412655,-0.3979400085634639,1.1583624920982656,1.3805730030686951,,,,,,,,,,,,
CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)C([C@@H](C)O)[C@H]3C2)C1,-0.721246398818595,0.4149733479875216,,0.079181246083816,-0.0177287669151925,-0.6676790120198305,0.6879689093242976,-0.022276394665437,-0.5228787451355728,0.813580476194059,-0.0315170513993665,-0.6989700041188716,1.4448189002048932,-0.022276394665437,,,
CC(=O)C1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.3010299956856959,1.3424226808241804,-1.999999995657055,0.1760912590846342,0.6720978579449578,,,,,,,,,,,,
CC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.4771212547341389,1.221848749705821,,,0.9542425094441505,,,,,,,,,,,,
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-0.8860566473590905,-1.2596373097161295,-1.9119543668530388,1.5910646070276129,1.4623979979004536,-0.5528419685026755,-0.5228787451355728,,-0.9586073144469618,,,-0.6197887581074379,,,,,-1.0085524580208465
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.2552725051274335,1.5910646070276129,-0.1467584597072918,-0.1135092747711162,0.079181246083816,0.004321373825642,1.5682017240681687,-0.3720200100677368,,,,-0.9999999995657056,0.8621313793190027,-0.1191864076620646,,,
CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,-0.6197887581074379,0.1072099696817976,-1.6989700021645464,0.4948500216939914,0.8585371975756543,,,,,,,,,,,,
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-0.7958800170726411,0.3010299956856959,-0.0025482776603994,0.113943352340244,0.1760912590846342,-0.7447274946554192,0.6232492904082408,,,,,-0.2410956736982282,,,,,
CC(=O)N(CC[C@@](CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,0.4149733479875216,0.734799829596845,,0.8976270912959389,1.079181246051244,,,,,,,,,,,,
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.1303337685271761,0.9206450014120012,-0.0457574905124201,0.4313637641750723,0.484299839361025,,,,,,,,,,,,
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,0.442479769080127,0.4871383754913329,-1.150514993467331,1.177247836258511,1.1931245983572456,,,,,,,,,,,,
CC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O,,1.2718416065388214,,,-1.0969100124651885,,,,,,,,,,,,
CC(=O)NC(CS)C(=O)O,-0.2596373104267935,0.4913616938482822,-0.7695510783662587,0.4771212547341389,0.7403626895021401,,,,,,,,,,,,
CC(=O)NCCCS(=O)(=O)O,-0.5228787451355728,0.5740312677393,-0.0066141294648295,0.187520720864664,0.5051499783334777,,,,,,,,,,,,
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,-0.2365720063621844,0.2552725051274335,-0.1611509091998035,0.7323937598310111,0.6532125137849947,,,,,,,-0.1426675035084128,1.0211892990740743,,,,
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N,-0.6382721637935834,0.2041199826830682,-0.0556295196091765,0.3802112417297016,0.2304489214038206,,,,,,,-0.0969100129537695,1.5010592622191214,,,,
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,-0.7695510783662587,0.4313637641750723,4.342945178152237e-11,4.342945178152237e-11,0.113943352340244,,,,,,,,,,,,
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,-0.5850266518621456,0.2304489214038206,-0.0054976921067453,0.4149733479875216,0.2552725051274335,,,,,,,,,,,,
CC(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,0.3765769570747596,-0.3467874861281464,-0.3979400085634639,1.944482672150662,1.845098040014877,,,,,,,,,,,,
CC(=O)Nc1ccc(O)cc1,4.342945178152237e-11,0.6989700043447047,-0.1697569920410812,0.5185139398910479,0.3979400086894094,-0.2365720063621844,0.6020599913388197,-0.05060999330629,,0.8633228601264051,,-0.0362121726072387,1.1760912590585766,-0.5686362356801629,,,
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,,0.3579348470195017,-0.0315170513993665,,1.086359830678308,,,,,,,,,,,,
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1.144262773765106,-0.0969100129537695,-1.7725775669861603,2.4828735836088964,2.3598354823400776,,,,,,,,,,,,
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.4317982758156281,-0.1870866432903298,-1.3098943782394168,0.9777236052934192,1.1139433523101776,,,,,,,-0.6777807050592738,1.832508912706875,-0.6989700041188716,,,
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)[C@@H]3OC(=O)O[C@]3([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,1.1408221801124507,0.9095560292465236,,1.4531653925273869,1.4785664955952862,,,,,,,,,,,,
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@@H]4C[C@@]43C1=O)C2(C)C,1.2304489213808285,1.0334237554909709,,1.4166405073399448,1.5301996982043633,,,,,,,,,,,,
CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,0.7655428561573014,0.7536857191801563,-1.2614393715906238,0.8920946026960482,1.1733720273054735,,,,0.1271047983972177,0.7923916895052586,-1.40340290327406,0.4913616938482822,1.0293837776892685,-1.4317982747592362,,,
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)[C@H]2SC1,-0.3098039198828548,0.5670263661708299,-0.096910010239429,0.344392273704762,0.3053513694681235,,,,,,,,,,,,
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)[C@H]2SC1,-0.8860566473590905,0.4313637641750723,-0.2767443604043249,-0.0969100129537695,0.079181246083816,,,,,,,,,,,,
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)[C@H]2SC1,-1.1549019593653225,0.2552725051274335,-0.6342056154466653,-0.1870866432903298,-0.022276394665437,,,,,,,,,,,,
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0.2811921907524231,1.0419900644771052,-1.407181712297942,0.3979400086894094,1.041392685162173,,,,,,,1.8965262174901063,2.0975002522320336,,,,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,-0.4559319555256402,0.4771212547341389,-0.0087739231552953,0.2787536009756865,0.2787536009756865,,,,,,,,,,,,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,-0.5228787451355728,0.6532125137849947,-0.6020599911542446,0.0413926851977064,0.146128035709259,,,,,,,,,,,,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,-0.6989700041188716,0.1760912590846342,-1.0457574900781257,0.3424226808419469,0.2787536009756865,,,,,,,,,,,,
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]32C)/C1=C(/CCC=C(C)C)C(=O)O,-0.6382721637935834,-0.4559319555256402,-1.6989700021645464,1.0253058652688674,0.9912260756969264,,,,,,,,,,,,
CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1,-0.1079053972538408,-0.7447274946554192,-1.1549019593653225,1.859138297295132,1.712649701628053,,,,,,,,,,,,
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.1172712956889165,2.3269499941662035,-0.0010870955976758,-0.9999999995657056,,,,,,,,,,,,,
CC(=O)Oc1ccccc1C(=O)O,-0.6575773189803872,1.079181246051244,-0.3451849161827348,-0.5228787451355728,-0.5850266518621456,,,,,,,-0.3979400085634639,1.9395192526191176,,,,
CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,1.579783596617953,1.3802112417134156,-1.156503216242648,1.4149733479724882,1.204119982658639,,,,,,,1.5622928644576646,1.8948696567458057,,,,
CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N3CC3)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1,0.4698220159928848,1.3718064585092606,-2.221848742378115,0.3201462861318336,0.8651039746470528,,,,,,,,,,,,
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,-1.0969100124651885,-0.2076083104316986,-1.7614393701067843,0.3617278360364752,0.3222192947546,,,,,,,,,,,,
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-1.397940007586301,-0.1191864076620646,-2.110924369017585,-0.0555173278004797,0.3222192947546,,,,,,,,,,,,
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-0.9208187535904632,-0.1870866432903298,-1.999999995657055,0.4313637641750723,0.3242824553182753,,,,,,,,,,,,
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,-0.6575773189803872,-0.2924298238169078,-2.4999999761138043,0.8573324964373004,0.9956351946019368,,,,,,,,,,,,
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-0.8860566473590905,0.2041199826830682,-2.0484550016182155,0.146128035709259,0.3222192947546,,,,,,,0.075546961429026,0.2227164711735889,-1.3010299947953925,,,
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,-0.9999999995657056,-0.2218487495439739,-1.9430283194201188,0.4471580313577297,0.350248018353551,,,,,,,,,,,,
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,1.2785249647393044,1.810030786406512,,0.6901960800373769,0.6354837468249652,,,,,,,,,,,,
CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,-0.387216143174339,-0.3979400085634639,-1.4999999984799692,1.222716471150184,0.9912260756969264,,,,,,,,,,,,
CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,-0.7447274946554192,0.1303337685271761,-0.2218487495439739,0.3424226808419469,0.5563025007793511,,,,,,,,,,,,
CC(C)(C)C(NC(=O)C(CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.0413926851977064,0.4913616938482822,-0.6989700041188716,0.7708520116495051,0.9731278536043187,,,,,,,,,,,,
CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C231,0.3979400086894094,1.000000000004343,,0.6020599913388197,0.5051499783334777,,,,,,,,,,,,
